id	audio	n_frames	prompt	tgt_text	with_speech
3_1	what_do_you_like/whatdoyoulike_v3/3.wav	111111	Which beverage does the woman like the most? A. wine; B. coffee; C. milk.	A	True
3_2	what_do_you_like/whatdoyoulike_v3/3.wav	111111	Which beverage does the woman like the most? A. coffee; B. tea; C. milk.	X	True
3_3	what_do_you_like/whatdoyoulike_v3/3.wav	111111	Which beverage does the woman like the most? A. tea; B. milk; C. none of the above.	C	True
3_4	what_do_you_like/whatdoyoulike_v3/3.wav	111111	Which beverage does the woman like the most? A. coffee; B. milk; C. none of the above.	C	True
4_0	what_do_you_like/whatdoyoulike_v3/4.wav	111111	Which city does the woman like the most? A. Seattle; B. Miami; C. Chicago.	B	True
4_1	what_do_you_like/whatdoyoulike_v3/4.wav	111111	Which city does the woman like the most? A. Miami; B. Chicago; C. Boston.	A	True
4_2	what_do_you_like/whatdoyoulike_v3/4.wav	111111	Which city does the woman like the most? A. Seattle; B. Chicago; C. Boston.	X	True
4_3	what_do_you_like/whatdoyoulike_v3/4.wav	111111	Which city does the woman like the most? A. Chicago; B. Seattle; C. none of the above.	C	True
4_4	what_do_you_like/whatdoyoulike_v3/4.wav	111111	Which city does the woman like the most? A. Boston; B. Chicago; C. none of the above.	C	True
5_0	what_do_you_like/whatdoyoulike_v3/5.wav	111111	What is the man's favorite beverage? A. coffee; B. milk; C. wine.	C	True
5_1	what_do_you_like/whatdoyoulike_v3/5.wav	111111	What is the man's favorite beverage? A. coffee; B. wine; C. tea.	B	True
5_2	what_do_you_like/whatdoyoulike_v3/5.wav	111111	What is the man's favorite beverage? A. milk; B. coffee; C. tea.	X	True
5_3	what_do_you_like/whatdoyoulike_v3/5.wav	111111	What is the man's favorite beverage? A. tea; B. milk; C. none of the above.	C	True
5_4	what_do_you_like/whatdoyoulike_v3/5.wav	111111	What is the man's favorite beverage? A. coffee; B. tea; C. none of the above.	C	True
6_0	what_do_you_like/whatdoyoulike_v3/6.wav	111111	What is the man's favorite beverage? A. coffee; B. milk; C. wine.	A	True
6_1	what_do_you_like/whatdoyoulike_v3/6.wav	111111	What is the man's favorite beverage? A. tea; B. wine; C. coffee.	C	True
6_2	what_do_you_like/whatdoyoulike_v3/6.wav	111111	What is the man's favorite beverage? A. milk; B. wine; C. tea.	X	True
6_3	what_do_you_like/whatdoyoulike_v3/6.wav	111111	What is the man's favorite beverage? A. wine; B. milk; C. none of the above.	C	True
6_4	what_do_you_like/whatdoyoulike_v3/6.wav	111111	What is the man's favorite beverage? A. wine; B. tea; C. none of the above.	C	True
7_0	what_do_you_like/whatdoyoulike_v3/7.wav	111111	What is the man's favorite food? A. pizza; B. steak; C. ramen.	C	True
7_1	what_do_you_like/whatdoyoulike_v3/7.wav	111111	What is the man's favorite food? A. ramen; B. pasta; C. steak.	A	True
7_2	what_do_you_like/whatdoyoulike_v3/7.wav	111111	What is the man's favorite food? A. pizza; B. steak; C. pasta.	X	True
7_3	what_do_you_like/whatdoyoulike_v3/7.wav	111111	What is the man's favorite food? A. steak; B. pizza; C. none of the above.	C	True
7_4	what_do_you_like/whatdoyoulike_v3/7.wav	111111	What is the man's favorite food? A. steak; B. pasta; C. none of the above.	C	True
8_0	what_do_you_like/whatdoyoulike_v3/8.wav	111111	What is the woman's favorite city? A. Chicago; B. Seattle; C. Boston.	C	True
8_1	what_do_you_like/whatdoyoulike_v3/8.wav	111111	What is the woman's favorite city? A. Chicago; B. Boston; C. Miami.	B	True
8_2	what_do_you_like/whatdoyoulike_v3/8.wav	111111	What is the woman's favorite city? A. Seattle; B. Chicago; C. Miami.	X	True
8_3	what_do_you_like/whatdoyoulike_v3/8.wav	111111	What is the woman's favorite city? A. Seattle; B. Miami; C. none of the above.	C	True
8_4	what_do_you_like/whatdoyoulike_v3/8.wav	111111	What is the woman's favorite city? A. Chicago; B. Miami; C. none of the above.	C	True
9_0	what_do_you_like/whatdoyoulike_v3/9.wav	111111	What is the man's favorite food? A. ramen; B. steak; C. pizza.	C	True
9_1	what_do_you_like/whatdoyoulike_v3/9.wav	111111	What is the man's favorite food? A. pasta; B. steak; C. pizza.	C	True
9_2	what_do_you_like/whatdoyoulike_v3/9.wav	111111	What is the man's favorite food? A. steak; B. ramen; C. pasta.	X	True
9_3	what_do_you_like/whatdoyoulike_v3/9.wav	111111	What is the man's favorite food? A. ramen; B. pasta; C. none of the above.	C	True
9_4	what_do_you_like/whatdoyoulike_v3/9.wav	111111	What is the man's favorite food? A. steak; B. pasta; C. none of the above.	C	True
10_0	what_do_you_like/whatdoyoulike_v3/10.wav	111111	Which city does the man like the most? A. Boston; B. Miami; C. Seattle.	C	True
10_1	what_do_you_like/whatdoyoulike_v3/10.wav	111111	Which city does the man like the most? A. Chicago; B. Seattle; C. Miami.	B	True
10_2	what_do_you_like/whatdoyoulike_v3/10.wav	111111	Which city does the man like the most? A. Miami; B. Boston; C. Chicago.	X	True
10_3	what_do_you_like/whatdoyoulike_v3/10.wav	111111	Which city does the man like the most? A. Boston; B. Chicago; C. none of the above.	C	True
10_4	what_do_you_like/whatdoyoulike_v3/10.wav	111111	Which city does the man like the most? A. Chicago; B. Miami; C. none of the above.	C	True
11_0	what_do_you_like/whatdoyoulike_v3/11.wav	111111	What is the man's favorite beverage? A. wine; B. milk; C. tea.	C	True
11_1	what_do_you_like/whatdoyoulike_v3/11.wav	111111	What is the man's favorite beverage? A. tea; B. coffee; C. milk.	A	True
11_2	what_do_you_like/whatdoyoulike_v3/11.wav	111111	What is the man's favorite beverage? A. coffee; B. wine; C. milk.	X	True
11_3	what_do_you_like/whatdoyoulike_v3/11.wav	111111	What is the man's favorite beverage? A. wine; B. milk; C. none of the above.	C	True
11_4	what_do_you_like/whatdoyoulike_v3/11.wav	111111	What is the man's favorite beverage? A. coffee; B. milk; C. none of the above.	C	True
12_0	what_do_you_like/whatdoyoulike_v3/12.wav	111111	Which city does the woman like the most? A. Boston; B. Seattle; C. Miami.	C	True
12_1	what_do_you_like/whatdoyoulike_v3/12.wav	111111	Which city does the woman like the most? A. Chicago; B. Miami; C. Boston.	B	True
12_2	what_do_you_like/whatdoyoulike_v3/12.wav	111111	Which city does the woman like the most? A. Boston; B. Chicago; C. Seattle.	X	True
12_3	what_do_you_like/whatdoyoulike_v3/12.wav	111111	Which city does the woman like the most? A. Chicago; B. Seattle; C. none of the above.	C	True
12_4	what_do_you_like/whatdoyoulike_v3/12.wav	111111	Which city does the woman like the most? A. Chicago; B. Boston; C. none of the above.	C	True
13_0	what_do_you_like/whatdoyoulike_v3/13.wav	111111	Which city does the man like the most? A. Seattle; B. Miami; C. Chicago.	C	True
13_1	what_do_you_like/whatdoyoulike_v3/13.wav	111111	Which city does the man like the most? A. Chicago; B. Boston; C. Miami.	A	True
13_2	what_do_you_like/whatdoyoulike_v3/13.wav	111111	Which city does the man like the most? A. Boston; B. Seattle; C. Miami.	X	True
13_3	what_do_you_like/whatdoyoulike_v3/13.wav	111111	Which city does the man like the most? A. Boston; B. Seattle; C. none of the above.	C	True
13_4	what_do_you_like/whatdoyoulike_v3/13.wav	111111	Which city does the man like the most? A. Boston; B. Miami; C. none of the above.	C	True
14_0	what_do_you_like/whatdoyoulike_v3/14.wav	111111	What is the man's favorite food? A. ramen; B. steak; C. pizza.	A	True
14_1	what_do_you_like/whatdoyoulike_v3/14.wav	111111	What is the man's favorite food? A. steak; B. ramen; C. pasta.	B	True
14_2	what_do_you_like/whatdoyoulike_v3/14.wav	111111	What is the man's favorite food? A. pizza; B. steak; C. pasta.	X	True
14_3	what_do_you_like/whatdoyoulike_v3/14.wav	111111	What is the man's favorite food? A. pizza; B. steak; C. none of the above.	C	True
14_4	what_do_you_like/whatdoyoulike_v3/14.wav	111111	What is the man's favorite food? A. pasta; B. steak; C. none of the above.	C	True
15_0	what_do_you_like/whatdoyoulike_v3/15.wav	111111	What is the woman's favorite beverage? A. wine; B. tea; C. coffee.	B	True
15_1	what_do_you_like/whatdoyoulike_v3/15.wav	111111	What is the woman's favorite beverage? A. wine; B. milk; C. tea.	C	True
15_2	what_do_you_like/whatdoyoulike_v3/15.wav	111111	What is the woman's favorite beverage? A. wine; B. milk; C. coffee.	X	True
15_3	what_do_you_like/whatdoyoulike_v3/15.wav	111111	What is the woman's favorite beverage? A. milk; B. coffee; C. none of the above.	C	True
15_4	what_do_you_like/whatdoyoulike_v3/15.wav	111111	What is the woman's favorite beverage? A. wine; B. milk; C. none of the above.	C	True
16_0	what_do_you_like/whatdoyoulike_v3/16.wav	111111	What is the man's favorite city? A. Miami; B. Boston; C. Chicago.	C	True
16_1	what_do_you_like/whatdoyoulike_v3/16.wav	111111	What is the man's favorite city? A. Chicago; B. Miami; C. Seattle.	A	True
16_2	what_do_you_like/whatdoyoulike_v3/16.wav	111111	What is the man's favorite city? A. Miami; B. Boston; C. Seattle.	X	True
16_3	what_do_you_like/whatdoyoulike_v3/16.wav	111111	What is the man's favorite city? A. Miami; B. Boston; C. none of the above.	C	True
16_4	what_do_you_like/whatdoyoulike_v3/16.wav	111111	What is the man's favorite city? A. Miami; B. Seattle; C. none of the above.	C	True
17_0	what_do_you_like/whatdoyoulike_v3/17.wav	111111	Which food does the man like the most? A. pasta; B. ramen; C. pizza.	B	True
17_1	what_do_you_like/whatdoyoulike_v3/17.wav	111111	Which food does the man like the most? A. steak; B. pizza; C. ramen.	C	True
17_2	what_do_you_like/whatdoyoulike_v3/17.wav	111111	Which food does the man like the most? A. pasta; B. pizza; C. steak.	X	True
17_3	what_do_you_like/whatdoyoulike_v3/17.wav	111111	Which food does the man like the most? A. pasta; B. pizza; C. none of the above.	C	True
17_4	what_do_you_like/whatdoyoulike_v3/17.wav	111111	Which food does the man like the most? A. steak; B. pizza; C. none of the above.	C	True
18_0	what_do_you_like/whatdoyoulike_v3/18.wav	111111	Which beverage does the woman like the most? A. milk; B. wine; C. coffee.	B	True
18_1	what_do_you_like/whatdoyoulike_v3/18.wav	111111	Which beverage does the woman like the most? A. wine; B. milk; C. tea.	A	True
18_2	what_do_you_like/whatdoyoulike_v3/18.wav	111111	Which beverage does the woman like the most? A. coffee; B. tea; C. milk.	X	True
18_3	what_do_you_like/whatdoyoulike_v3/18.wav	111111	Which beverage does the woman like the most? A. milk; B. coffee; C. none of the above.	C	True
18_4	what_do_you_like/whatdoyoulike_v3/18.wav	111111	Which beverage does the woman like the most? A. milk; B. tea; C. none of the above.	C	True
19_0	what_do_you_like/whatdoyoulike_v3/19.wav	111111	What is the woman's favorite beverage? A. coffee; B. wine; C. milk.	B	True
19_1	what_do_you_like/whatdoyoulike_v3/19.wav	111111	What is the woman's favorite beverage? A. wine; B. tea; C. milk.	A	True
19_2	what_do_you_like/whatdoyoulike_v3/19.wav	111111	What is the woman's favorite beverage? A. tea; B. coffee; C. milk.	X	True
19_3	what_do_you_like/whatdoyoulike_v3/19.wav	111111	What is the woman's favorite beverage? A. tea; B. coffee; C. none of the above.	C	True
19_4	what_do_you_like/whatdoyoulike_v3/19.wav	111111	What is the woman's favorite beverage? A. milk; B. tea; C. none of the above.	C	True
20_0	what_do_you_like/whatdoyoulike_v3/20.wav	111111	What is the woman's favorite city? A. Miami; B. Chicago; C. Boston.	A	True
20_1	what_do_you_like/whatdoyoulike_v3/20.wav	111111	What is the woman's favorite city? A. Seattle; B. Chicago; C. Miami.	C	True
20_2	what_do_you_like/whatdoyoulike_v3/20.wav	111111	What is the woman's favorite city? A. Boston; B. Chicago; C. Seattle.	X	True
20_3	what_do_you_like/whatdoyoulike_v3/20.wav	111111	What is the woman's favorite city? A. Chicago; B. Boston; C. none of the above.	C	True
20_4	what_do_you_like/whatdoyoulike_v3/20.wav	111111	What is the woman's favorite city? A. Seattle; B. Chicago; C. none of the above.	C	True
21_0	what_do_you_like/whatdoyoulike_v3/21.wav	111111	What is the man's favorite food? A. pizza; B. steak; C. pasta.	C	True
21_1	what_do_you_like/whatdoyoulike_v3/21.wav	111111	What is the man's favorite food? A. steak; B. ramen; C. pasta.	C	True
21_2	what_do_you_like/whatdoyoulike_v3/21.wav	111111	What is the man's favorite food? A. steak; B. pizza; C. ramen.	X	True
21_3	what_do_you_like/whatdoyoulike_v3/21.wav	111111	What is the man's favorite food? A. pizza; B. steak; C. none of the above.	C	True
21_4	what_do_you_like/whatdoyoulike_v3/21.wav	111111	What is the man's favorite food? A. steak; B. ramen; C. none of the above.	C	True
22_0	what_do_you_like/whatdoyoulike_v3/22.wav	111111	What is the woman's favorite food? A. steak; B. pizza; C. pasta.	B	True
22_1	what_do_you_like/whatdoyoulike_v3/22.wav	111111	What is the woman's favorite food? A. ramen; B. pasta; C. pizza.	C	True
22_2	what_do_you_like/whatdoyoulike_v3/22.wav	111111	What is the woman's favorite food? A. ramen; B. steak; C. pasta.	X	True
22_3	what_do_you_like/whatdoyoulike_v3/22.wav	111111	What is the woman's favorite food? A. steak; B. pasta; C. none of the above.	C	True
22_4	what_do_you_like/whatdoyoulike_v3/22.wav	111111	What is the woman's favorite food? A. ramen; B. pasta; C. none of the above.	C	True
23_0	what_do_you_like/whatdoyoulike_v3/23.wav	111111	What is the woman's favorite beverage? A. coffee; B. tea; C. wine.	B	True
23_1	what_do_you_like/whatdoyoulike_v3/23.wav	111111	What is the woman's favorite beverage? A. tea; B. milk; C. wine.	A	True
23_2	what_do_you_like/whatdoyoulike_v3/23.wav	111111	What is the woman's favorite beverage? A. wine; B. coffee; C. milk.	X	True
23_3	what_do_you_like/whatdoyoulike_v3/23.wav	111111	What is the woman's favorite beverage? A. coffee; B. milk; C. none of the above.	C	True
23_4	what_do_you_like/whatdoyoulike_v3/23.wav	111111	What is the woman's favorite beverage? A. wine; B. milk; C. none of the above.	C	True
24_0	what_do_you_like/whatdoyoulike_v3/24.wav	111111	What is the man's favorite city? A. Chicago; B. Miami; C. Seattle.	A	True
24_1	what_do_you_like/whatdoyoulike_v3/24.wav	111111	What is the man's favorite city? A. Chicago; B. Seattle; C. Boston.	A	True
24_2	what_do_you_like/whatdoyoulike_v3/24.wav	111111	What is the man's favorite city? A. Miami; B. Seattle; C. Boston.	X	True
24_3	what_do_you_like/whatdoyoulike_v3/24.wav	111111	What is the man's favorite city? A. Seattle; B. Miami; C. none of the above.	C	True
24_4	what_do_you_like/whatdoyoulike_v3/24.wav	111111	What is the man's favorite city? A. Seattle; B. Boston; C. none of the above.	C	True
25_0	what_do_you_like/whatdoyoulike_v3/25.wav	111111	What is the woman's favorite beverage? A. tea; B. wine; C. coffee.	C	True
25_1	what_do_you_like/whatdoyoulike_v3/25.wav	111111	What is the woman's favorite beverage? A. milk; B. coffee; C. wine.	B	True
25_2	what_do_you_like/whatdoyoulike_v3/25.wav	111111	What is the woman's favorite beverage? A. wine; B. tea; C. milk.	X	True
25_3	what_do_you_like/whatdoyoulike_v3/25.wav	111111	What is the woman's favorite beverage? A. tea; B. wine; C. none of the above.	C	True
25_4	what_do_you_like/whatdoyoulike_v3/25.wav	111111	What is the woman's favorite beverage? A. milk; B. wine; C. none of the above.	C	True
26_0	what_do_you_like/whatdoyoulike_v3/26.wav	111111	Which city does the man like the most? A. Boston; B. Miami; C. Seattle.	C	True
26_1	what_do_you_like/whatdoyoulike_v3/26.wav	111111	Which city does the man like the most? A. Chicago; B. Boston; C. Seattle.	C	True
26_2	what_do_you_like/whatdoyoulike_v3/26.wav	111111	Which city does the man like the most? A. Boston; B. Chicago; C. Miami.	X	True
26_3	what_do_you_like/whatdoyoulike_v3/26.wav	111111	Which city does the man like the most? A. Miami; B. Boston; C. none of the above.	C	True
26_4	what_do_you_like/whatdoyoulike_v3/26.wav	111111	Which city does the man like the most? A. Chicago; B. Boston; C. none of the above.	C	True
27_0	what_do_you_like/whatdoyoulike_v3/27.wav	111111	What is the man's favorite food? A. steak; B. pizza; C. ramen.	A	True
27_1	what_do_you_like/whatdoyoulike_v3/27.wav	111111	What is the man's favorite food? A. steak; B. pasta; C. ramen.	A	True
27_2	what_do_you_like/whatdoyoulike_v3/27.wav	111111	What is the man's favorite food? A. pizza; B. pasta; C. ramen.	X	True
27_3	what_do_you_like/whatdoyoulike_v3/27.wav	111111	What is the man's favorite food? A. ramen; B. pizza; C. none of the above.	C	True
27_4	what_do_you_like/whatdoyoulike_v3/27.wav	111111	What is the man's favorite food? A. pasta; B. ramen; C. none of the above.	C	True
28_0	what_do_you_like/whatdoyoulike_v3/28.wav	111111	Which beverage does the man like the most? A. wine; B. milk; C. coffee.	C	True
28_1	what_do_you_like/whatdoyoulike_v3/28.wav	111111	Which beverage does the man like the most? A. tea; B. coffee; C. milk.	B	True
28_2	what_do_you_like/whatdoyoulike_v3/28.wav	111111	Which beverage does the man like the most? A. milk; B. wine; C. tea.	X	True
28_3	what_do_you_like/whatdoyoulike_v3/28.wav	111111	Which beverage does the man like the most? A. wine; B. milk; C. none of the above.	C	True
28_4	what_do_you_like/whatdoyoulike_v3/28.wav	111111	Which beverage does the man like the most? A. tea; B. milk; C. none of the above.	C	True
29_0	what_do_you_like/whatdoyoulike_v3/29.wav	111111	What is the woman's favorite food? A. steak; B. pizza; C. ramen.	C	True
29_1	what_do_you_like/whatdoyoulike_v3/29.wav	111111	What is the woman's favorite food? A. pasta; B. pizza; C. ramen.	C	True
29_2	what_do_you_like/whatdoyoulike_v3/29.wav	111111	What is the woman's favorite food? A. steak; B. pasta; C. pizza.	X	True
29_3	what_do_you_like/whatdoyoulike_v3/29.wav	111111	What is the woman's favorite food? A. pizza; B. steak; C. none of the above.	C	True
29_4	what_do_you_like/whatdoyoulike_v3/29.wav	111111	What is the woman's favorite food? A. pasta; B. pizza; C. none of the above.	C	True
30_0	what_do_you_like/whatdoyoulike_v3/30.wav	111111	Which food does the man like the most? A. pasta; B. pizza; C. steak.	B	True
30_1	what_do_you_like/whatdoyoulike_v3/30.wav	111111	Which food does the man like the most? A. pizza; B. ramen; C. pasta.	A	True
30_2	what_do_you_like/whatdoyoulike_v3/30.wav	111111	Which food does the man like the most? A. ramen; B. pasta; C. steak.	X	True
30_3	what_do_you_like/whatdoyoulike_v3/30.wav	111111	Which food does the man like the most? A. pasta; B. steak; C. none of the above.	C	True
30_4	what_do_you_like/whatdoyoulike_v3/30.wav	111111	Which food does the man like the most? A. pasta; B. ramen; C. none of the above.	C	True
31_0	what_do_you_like/whatdoyoulike_v3/31.wav	111111	Which city does the woman like the most? A. Boston; B. Seattle; C. Miami.	C	True
31_1	what_do_you_like/whatdoyoulike_v3/31.wav	111111	Which city does the woman like the most? A. Chicago; B. Miami; C. Seattle.	B	True
31_2	what_do_you_like/whatdoyoulike_v3/31.wav	111111	Which city does the woman like the most? A. Chicago; B. Boston; C. Seattle.	X	True
31_3	what_do_you_like/whatdoyoulike_v3/31.wav	111111	Which city does the woman like the most? A. Boston; B. Seattle; C. none of the above.	C	True
31_4	what_do_you_like/whatdoyoulike_v3/31.wav	111111	Which city does the woman like the most? A. Chicago; B. Seattle; C. none of the above.	C	True
32_0	what_do_you_like/whatdoyoulike_v3/32.wav	111111	Which city does the man like the most? A. Miami; B. Chicago; C. Boston.	B	True
32_1	what_do_you_like/whatdoyoulike_v3/32.wav	111111	Which city does the man like the most? A. Chicago; B. Seattle; C. Miami.	A	True
32_2	what_do_you_like/whatdoyoulike_v3/32.wav	111111	Which city does the man like the most? A. Boston; B. Miami; C. Seattle.	X	True
32_3	what_do_you_like/whatdoyoulike_v3/32.wav	111111	Which city does the man like the most? A. Boston; B. Seattle; C. none of the above.	C	True
32_4	what_do_you_like/whatdoyoulike_v3/32.wav	111111	Which city does the man like the most? A. Seattle; B. Miami; C. none of the above.	C	True
33_0	what_do_you_like/whatdoyoulike_v3/33.wav	111111	Which city does the woman like the most? A. Miami; B. Chicago; C. Seattle.	C	True
33_1	what_do_you_like/whatdoyoulike_v3/33.wav	111111	Which city does the woman like the most? A. Boston; B. Chicago; C. Seattle.	C	True
33_2	what_do_you_like/whatdoyoulike_v3/33.wav	111111	Which city does the woman like the most? A. Miami; B. Chicago; C. Boston.	X	True
33_3	what_do_you_like/whatdoyoulike_v3/33.wav	111111	Which city does the woman like the most? A. Miami; B. Boston; C. none of the above.	C	True
33_4	what_do_you_like/whatdoyoulike_v3/33.wav	111111	Which city does the woman like the most? A. Boston; B. Chicago; C. none of the above.	C	True
34_0	what_do_you_like/whatdoyoulike_v3/34.wav	111111	Which food does the man like the most? A. pizza; B. pasta; C. steak.	A	True
34_1	what_do_you_like/whatdoyoulike_v3/34.wav	111111	Which food does the man like the most? A. steak; B. ramen; C. pizza.	C	True
34_2	what_do_you_like/whatdoyoulike_v3/34.wav	111111	Which food does the man like the most? A. ramen; B. steak; C. pasta.	X	True
34_3	what_do_you_like/whatdoyoulike_v3/34.wav	111111	Which food does the man like the most? A. ramen; B. pasta; C. none of the above.	C	True
34_4	what_do_you_like/whatdoyoulike_v3/34.wav	111111	Which food does the man like the most? A. steak; B. ramen; C. none of the above.	C	True
35_0	what_do_you_like/whatdoyoulike_v3/35.wav	111111	What is the man's favorite city? A. Miami; B. Seattle; C. Boston.	A	True
35_1	what_do_you_like/whatdoyoulike_v3/35.wav	111111	What is the man's favorite city? A. Miami; B. Seattle; C. Chicago.	A	True
35_2	what_do_you_like/whatdoyoulike_v3/35.wav	111111	What is the man's favorite city? A. Boston; B. Seattle; C. Chicago.	X	True
35_3	what_do_you_like/whatdoyoulike_v3/35.wav	111111	What is the man's favorite city? A. Boston; B. Seattle; C. none of the above.	C	True
35_4	what_do_you_like/whatdoyoulike_v3/35.wav	111111	What is the man's favorite city? A. Chicago; B. Seattle; C. none of the above.	C	True
36_0	what_do_you_like/whatdoyoulike_v3/36.wav	111111	Which beverage does the woman like the most? A. tea; B. milk; C. wine.	A	True
36_1	what_do_you_like/whatdoyoulike_v3/36.wav	111111	Which beverage does the woman like the most? A. coffee; B. tea; C. wine.	B	True
36_2	what_do_you_like/whatdoyoulike_v3/36.wav	111111	Which beverage does the woman like the most? A. wine; B. coffee; C. milk.	X	True
36_3	what_do_you_like/whatdoyoulike_v3/36.wav	111111	Which beverage does the woman like the most? A. coffee; B. milk; C. none of the above.	C	True
36_4	what_do_you_like/whatdoyoulike_v3/36.wav	111111	Which beverage does the woman like the most? A. coffee; B. wine; C. none of the above.	C	True
37_0	what_do_you_like/whatdoyoulike_v3/37.wav	111111	Which food does the woman like the most? A. pasta; B. pizza; C. steak.	C	True
37_1	what_do_you_like/whatdoyoulike_v3/37.wav	111111	Which food does the woman like the most? A. steak; B. ramen; C. pasta.	A	True
37_2	what_do_you_like/whatdoyoulike_v3/37.wav	111111	Which food does the woman like the most? A. pizza; B. pasta; C. ramen.	X	True
37_3	what_do_you_like/whatdoyoulike_v3/37.wav	111111	Which food does the woman like the most? A. ramen; B. pizza; C. none of the above.	C	True
37_4	what_do_you_like/whatdoyoulike_v3/37.wav	111111	Which food does the woman like the most? A. pasta; B. ramen; C. none of the above.	C	True
38_0	what_do_you_like/whatdoyoulike_v3/38.wav	111111	What is the woman's favorite food? A. ramen; B. steak; C. pasta.	A	True
38_1	what_do_you_like/whatdoyoulike_v3/38.wav	111111	What is the woman's favorite food? A. pizza; B. pasta; C. ramen.	C	True
38_2	what_do_you_like/whatdoyoulike_v3/38.wav	111111	What is the woman's favorite food? A. pizza; B. pasta; C. steak.	X	True
38_3	what_do_you_like/whatdoyoulike_v3/38.wav	111111	What is the woman's favorite food? A. steak; B. pasta; C. none of the above.	C	True
38_4	what_do_you_like/whatdoyoulike_v3/38.wav	111111	What is the woman's favorite food? A. pasta; B. pizza; C. none of the above.	C	True
39_0	what_do_you_like/whatdoyoulike_v3/39.wav	111111	Which beverage does the man like the most? A. tea; B. milk; C. coffee.	A	True
39_1	what_do_you_like/whatdoyoulike_v3/39.wav	111111	Which beverage does the man like the most? A. wine; B. tea; C. milk.	B	True
39_2	what_do_you_like/whatdoyoulike_v3/39.wav	111111	Which beverage does the man like the most? A. milk; B. coffee; C. wine.	X	True
39_3	what_do_you_like/whatdoyoulike_v3/39.wav	111111	Which beverage does the man like the most? A. milk; B. coffee; C. none of the above.	C	True
39_4	what_do_you_like/whatdoyoulike_v3/39.wav	111111	Which beverage does the man like the most? A. wine; B. milk; C. none of the above.	C	True
40_0	what_do_you_like/whatdoyoulike_v3/40.wav	111111	What is the woman's favorite beverage? A. tea; B. milk; C. wine.	B	True
40_1	what_do_you_like/whatdoyoulike_v3/40.wav	111111	What is the woman's favorite beverage? A. milk; B. coffee; C. wine.	A	True
40_2	what_do_you_like/whatdoyoulike_v3/40.wav	111111	What is the woman's favorite beverage? A. coffee; B. tea; C. wine.	X	True
40_3	what_do_you_like/whatdoyoulike_v3/40.wav	111111	What is the woman's favorite beverage? A. tea; B. coffee; C. none of the above.	C	True
40_4	what_do_you_like/whatdoyoulike_v3/40.wav	111111	What is the woman's favorite beverage? A. coffee; B. wine; C. none of the above.	C	True
41_0	what_do_you_like/whatdoyoulike_v3/41.wav	111111	Which beverage does the woman like the most? A. wine; B. milk; C. coffee.	C	True
41_1	what_do_you_like/whatdoyoulike_v3/41.wav	111111	Which beverage does the woman like the most? A. wine; B. coffee; C. tea.	B	True
41_2	what_do_you_like/whatdoyoulike_v3/41.wav	111111	Which beverage does the woman like the most? A. wine; B. tea; C. milk.	X	True
41_3	what_do_you_like/whatdoyoulike_v3/41.wav	111111	Which beverage does the woman like the most? A. tea; B. milk; C. none of the above.	C	True
41_4	what_do_you_like/whatdoyoulike_v3/41.wav	111111	Which beverage does the woman like the most? A. tea; B. wine; C. none of the above.	C	True
42_0	what_do_you_like/whatdoyoulike_v3/42.wav	111111	What is the man's favorite beverage? A. tea; B. wine; C. coffee.	A	True
